time,open,high,low,close,volume
1583141400000,9,9.01,9,9,1
1612171800000,131.5,131.5,131.49,131.5,1
1669887000000,13.26,13.27,13.26,13.26,1
1709285400000,200,200,199.99,200,1
1730453400000,543,543,542.99,543,1
1751362200000,457.22,457.22,457.21,457.22,1
